name,price_usd,calories,restaurant_name,identifier,sugars_g,cholesterol_mg,protein_g,fiber_g,fat_g,carbohydrates_g,sodium_mg
MILD SAUCE - ORIGINAL,0.0,,DEL TACO (745 CHASTAIN RD NW BLDG 200 | 1133),"UBEREATS, KENNESAW, GA",,,,,,,
DEL SCORCHO - MEDIUM,0.0,,DEL TACO (745 CHASTAIN RD NW BLDG 200 | 1133),"UBEREATS, KENNESAW, GA",,,,,,,
DEL INFERNO - HOT,0.0,,DEL TACO (745 CHASTAIN RD NW BLDG 200 | 1133),"UBEREATS, KENNESAW, GA",,,,,,,
KETCHUP,0.0,,DEL TACO (745 CHASTAIN RD NW BLDG 200 | 1133),"UBEREATS, KENNESAW, GA",,,,,,,
TRIPLE CHICKEN BOX,7.2,,DEL TACO (745 CHASTAIN RD NW BLDG 200 | 1133),"UBEREATS, KENNESAW, GA",,,,,,,
SAMPLER BOX,7.2,,DEL TACO (745 CHASTAIN RD NW BLDG 200 | 1133),"UBEREATS, KENNESAW, GA",,,,,,,
BEYOND 8 LAYER BURRITO,5.55,550.0,DEL TACO (745 CHASTAIN RD NW BLDG 200 | 1133),"UBEREATS, KENNESAW, GA",,,,,,,
MACHO COMBO BURRITO,6.6,950.0,DEL TACO (745 CHASTAIN RD NW BLDG 200 | 1133),"UBEREATS, KENNESAW, GA",,,,,,,
BEAN & CHEESE BURRITO WITH RED SAUCE,1.45,470.0,DEL TACO (745 CHASTAIN RD NW BLDG 200 | 1133),"UBEREATS, KENNESAW, GA",,,,,,,
BEAN & CHEESE BURRITO WITH GREEN SAUCE,1.45,450.0,DEL TACO (745 CHASTAIN RD NW BLDG 200 | 1133),"UBEREATS, KENNESAW, GA",,,,,,,
DEL COMBO BURRITO,4.8,540.0,DEL TACO (745 CHASTAIN RD NW BLDG 200 | 1133),"UBEREATS, KENNESAW, GA",,,,,,,
CLASSIC GRILLED CHICKEN BURRITO,4.8,530.0,DEL TACO (745 CHASTAIN RD NW BLDG 200 | 1133),"UBEREATS, KENNESAW, GA",,,,,,,
SPICY GRILLED CHICKEN BURRITO,4.8,530.0,DEL TACO (745 CHASTAIN RD NW BLDG 200 | 1133),"UBEREATS, KENNESAW, GA",,,,,,,
8 LAYER VEGGIE BURRITO,4.8,540.0,DEL TACO (745 CHASTAIN RD NW BLDG 200 | 1133),"UBEREATS, KENNESAW, GA",,,,,,,
"JACKED UP VALUE BEAN, RICE & CHEESE BURRITO",1.2,280.0,DEL TACO (745 CHASTAIN RD NW BLDG 200 | 1133),"UBEREATS, KENNESAW, GA",,,,,,,
BEER BATTERED FISH TACO,3.5,230.0,DEL TACO (745 CHASTAIN RD NW BLDG 200 | 1133),"UBEREATS, KENNESAW, GA",,,,,,,
CHIPS & QUESO (SNACK),2.4,290.0,DEL TACO (745 CHASTAIN RD NW BLDG 200 | 1133),"UBEREATS, KENNESAW, GA",,,,,,,
CHIPS & QUESO (REGULAR),3.6,650.0,DEL TACO (745 CHASTAIN RD NW BLDG 200 | 1133),"UBEREATS, KENNESAW, GA",,,,,,,
CHICKEN QUESADILLA SNACKER,1.55,190.0,DEL TACO (745 CHASTAIN RD NW BLDG 200 | 1133),"UBEREATS, KENNESAW, GA",,,,,,,
DOUBLE DEL CHEESEBURGER,5.55,690.0,DEL TACO (745 CHASTAIN RD NW BLDG 200 | 1133),"UBEREATS, KENNESAW, GA",,,,,,,
BACON DOUBLE DEL CHEESEBURGER,5.9,740.0,DEL TACO (745 CHASTAIN RD NW BLDG 200 | 1133),"UBEREATS, KENNESAW, GA",,,,,,,
CHEESEBURGER,3.0,400.0,DEL TACO (745 CHASTAIN RD NW BLDG 200 | 1133),"UBEREATS, KENNESAW, GA",,,,,,,
HONEY CHIPOTLE BBQ BACON RANCH LOADED FRIES,5.4,,DEL TACO (745 CHASTAIN RD NW BLDG 200 | 1133),"UBEREATS, KENNESAW, GA",,,,,,,
QUESO LOADED FRIES,5.55,650.0,DEL TACO (745 CHASTAIN RD NW BLDG 200 | 1133),"UBEREATS, KENNESAW, GA",,,,,,,
CHILI CHEDDAR FRIES,5.55,570.0,DEL TACO (745 CHASTAIN RD NW BLDG 200 | 1133),"UBEREATS, KENNESAW, GA",,,,,,,
DELUXE CHILI CHEDDAR FRIES,5.9,610.0,DEL TACO (745 CHASTAIN RD NW BLDG 200 | 1133),"UBEREATS, KENNESAW, GA",,,,,,,
CARNE ASADA FRIES,6.75,810.0,DEL TACO (745 CHASTAIN RD NW BLDG 200 | 1133),"UBEREATS, KENNESAW, GA",,,,,,,
SIGNATURE TACO SALAD (WITH FRESH GUAC),7.95,,DEL TACO (745 CHASTAIN RD NW BLDG 200 | 1133),"UBEREATS, KENNESAW, GA",,,,,,,
CHICKEN BACON GUACAMOLE SALAD,7.8,,DEL TACO (745 CHASTAIN RD NW BLDG 200 | 1133),"UBEREATS, KENNESAW, GA",,,,,,,
POLLO ASADO BOWL,6.85,,DEL TACO (745 CHASTAIN RD NW BLDG 200 | 1133),"UBEREATS, KENNESAW, GA",,,,,,,
VEGGIE BOWL,6.35,,DEL TACO (745 CHASTAIN RD NW BLDG 200 | 1133),"UBEREATS, KENNESAW, GA",,,,,,,
MEDIUM BREWED GOLD PEAK ICED TEA (UNSWEETENED),1.2,0.0,DEL TACO (745 CHASTAIN RD NW BLDG 200 | 1133),"UBEREATS, KENNESAW, GA",,,,,,,
MEDIUM BREWED GOLD PEAK ICED TEA (SWEET),1.2,,DEL TACO (745 CHASTAIN RD NW BLDG 200 | 1133),"UBEREATS, KENNESAW, GA",,,,,,,
BOTTLED WATER,2.65,0.0,DEL TACO (745 CHASTAIN RD NW BLDG 200 | 1133),"UBEREATS, KENNESAW, GA",,,,,,,
PRIMA JAVA COFFEE,2.4,10.0,DEL TACO (745 CHASTAIN RD NW BLDG 200 | 1133),"UBEREATS, KENNESAW, GA",,,,,,,
MINI CHURRO (2PC),1.55,180.0,DEL TACO (745 CHASTAIN RD NW BLDG 200 | 1133),"UBEREATS, KENNESAW, GA",,,,,,,
