name,price_usd,calories,restaurant_name,identifier,sugars_g,cholesterol_mg,protein_g,fiber_g,fat_g,carbohydrates_g,sodium_mg
CHIPS & QUESO (REGULAR),3.6,,DEL TACO (7665 W. LOWER BUCKEYE RD | 1039),"UBEREATS, PHOENIX, AZ",,,,,,,
CHICKEN QUESADILLA SNACKER,1.55,,DEL TACO (7665 W. LOWER BUCKEYE RD | 1039),"UBEREATS, PHOENIX, AZ",,,,,,,
DOUBLE DEL® CHEESEBURGER,5.55,,DEL TACO (7665 W. LOWER BUCKEYE RD | 1039),"UBEREATS, PHOENIX, AZ",,,,,,,
BACON DOUBLE DEL® CHEESEBURGER,5.9,,DEL TACO (7665 W. LOWER BUCKEYE RD | 1039),"UBEREATS, PHOENIX, AZ",,,,,,,
CHEESEBURGER,2.65,,DEL TACO (7665 W. LOWER BUCKEYE RD | 1039),"UBEREATS, PHOENIX, AZ",,,,,,,
HONEY CHIPOTLE BBQ BACON RANCH LOADED FRIES,5.4,,DEL TACO (7665 W. LOWER BUCKEYE RD | 1039),"UBEREATS, PHOENIX, AZ",,,,,,,
QUESO LOADED FRIES,5.55,,DEL TACO (7665 W. LOWER BUCKEYE RD | 1039),"UBEREATS, PHOENIX, AZ",,,,,,,
CHILI CHEDDAR FRIES,5.55,,DEL TACO (7665 W. LOWER BUCKEYE RD | 1039),"UBEREATS, PHOENIX, AZ",,,,,,,
DELUXE CHILI CHEDDAR FRIES,5.75,,DEL TACO (7665 W. LOWER BUCKEYE RD | 1039),"UBEREATS, PHOENIX, AZ",,,,,,,
CARNE ASADA FRIES,6.75,,DEL TACO (7665 W. LOWER BUCKEYE RD | 1039),"UBEREATS, PHOENIX, AZ",,,,,,,
2FOR BURRITOS - MIX & MATCH,6.6,,DEL TACO (7665 W. LOWER BUCKEYE RD | 1039),"UBEREATS, PHOENIX, AZ",,,,,,,
SIGNATURE TACO SALAD (WITH FRESH GUAC),7.95,,DEL TACO (7665 W. LOWER BUCKEYE RD | 1039),"UBEREATS, PHOENIX, AZ",,,,,,,
CHICKEN BACON GUACAMOLE SALAD,7.8,,DEL TACO (7665 W. LOWER BUCKEYE RD | 1039),"UBEREATS, PHOENIX, AZ",,,,,,,
POLLO ASADO BOWL,6.85,,DEL TACO (7665 W. LOWER BUCKEYE RD | 1039),"UBEREATS, PHOENIX, AZ",,,,,,,
VEGGIE BOWL,6.35,,DEL TACO (7665 W. LOWER BUCKEYE RD | 1039),"UBEREATS, PHOENIX, AZ",,,,,,,
BOTTLED WATER,2.4,,DEL TACO (7665 W. LOWER BUCKEYE RD | 1039),"UBEREATS, PHOENIX, AZ",,,,,,,
PRIMA JAVA COFFEE,2.4,,DEL TACO (7665 W. LOWER BUCKEYE RD | 1039),"UBEREATS, PHOENIX, AZ",,,,,,,
SIMPLY ORANGE®,3.5,,DEL TACO (7665 W. LOWER BUCKEYE RD | 1039),"UBEREATS, PHOENIX, AZ",,,,,,,
MINI CHURRO (2PC),1.55,,DEL TACO (7665 W. LOWER BUCKEYE RD | 1039),"UBEREATS, PHOENIX, AZ",,,,,,,
